Eye Direction,Emotion,Gesture
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Right,sad,No Hand Detected,None
Right,sad,No Hand Detected,None
Right,sad,No Hand Detected,None
Right,sad,No Hand Detected,None
Right,sad,No Hand Detected,None
Right,sad,No Hand Detected,None
Right,sad,No Hand Detected,None
Right,sad,No Hand Detected,None
Right,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Left,fear,No Hand Detected,None
Left,fear,No Hand Detected,None
Left,fear,No Hand Detected,None
Up,surprise,No Hand Detected,None
Up,surprise,No Hand Detected,None
Up,surprise,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,surprise,No Hand Detected,None
Up,surprise,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,happy,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
No Face Detected,neutral,Pointing ☝️,Unknown Object
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Fist ✊,None
Up,neutral,Fist ✊,None
Up,neutral,Fist ✊,None
Up,neutral,Fist ✊,None
Up,neutral,Fist ✊,None
Up,neutral,Fist ✊,None
Up,neutral,Fist ✊,None
Up,neutral,Fist ✊,None
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
No Face Detected,sad,Pointing ☝️,Unknown Object
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Unknown Gesture,None
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,angry,Pointing ☝️,Fan should be turned on 🌀
Up,angry,Pointing ☝️,Fan should be turned on 🌀
Up,angry,Pointing ☝️,Fan should be turned on 🌀
Up,angry,Unknown Gesture,None
Up,angry,Pointing ☝️,Fan should be turned on 🌀
Up,angry,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Fist ✊,None
Up,neutral,Fist ✊,None
Up,neutral,Fist ✊,None
Up,neutral,Stop ✋,None
Up,neutral,Unknown Gesture,None
Up,neutral,No Hand Detected,None
Up,neutral,Stop ✋,None
Up,neutral,Stop ✋,None
Up,neutral,Stop ✋,None
Up,sad,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Unknown Gesture,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,surprise,No Hand Detected,None
Up,surprise,No Hand Detected,None
Up,surprise,No Hand Detected,None
Up,surprise,No Hand Detected,None
Up,surprise,No Hand Detected,None
Up,surprise,Unknown Gesture,None
Up,surprise,Unknown Gesture,None
Up,surprise,Unknown Gesture,None
Up,surprise,Fist ✊,None
Up,surprise,No Hand Detected,None
Up,sad,Thumbs Up 👍,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
Up,sad,No Hand Detected,None
No Face Detected,sad,Pointing ☝️,Unknown Object
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,surprise,Pointing ☝️,Fan should be turned on 🌀
Up,surprise,Pointing ☝️,Fan should be turned on 🌀
Up,surprise,Pointing ☝️,Fan should be turned on 🌀
Up,surprise,Pointing ☝️,Fan should be turned on 🌀
Up,surprise,Pointing ☝️,Fan should be turned on 🌀
Up,surprise,Pointing ☝️,Fan should be turned on 🌀
Up,surprise,Pointing ☝️,Fan should be turned on 🌀
Up,surprise,Pointing ☝️,Fan should be turned on 🌀
Up,surprise,Pointing ☝️,Fan should be turned on 🌀
Up,surprise,Pointing ☝️,Fan should be turned on 🌀
Up,surprise,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Thumbs Up 👍,None
Up,neutral,Thumbs Up 👍,None
Up,neutral,Thumbs Up 👍,None
Up,neutral,Thumbs Up 👍,None
Up,neutral,Thumbs Up 👍,None
Up,neutral,Thumbs Up 👍,None
Up,neutral,Thumbs Up 👍,None
Up,neutral,Thumbs Up 👍,None
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Thumbs Up 👍,None
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,Fist ✊,None
Up,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
Up,neutral,No Hand Detected,None
No Face Detected,neutral,Unknown Gesture,None
No Face Detected,neutral,Unknown Gesture,None
Up,neutral,Unknown Gesture,None
No Face Detected,happy,Unknown Gesture,None
No Face Detected,happy,Unknown Gesture,None
No Face Detected,happy,Unknown Gesture,None
No Face Detected,happy,Unknown Gesture,None
No Face Detected,happy,Unknown Gesture,None
No Face Detected,happy,Unknown Gesture,None
No Face Detected,happy,Stop ✋,None
No Face Detected,happy,Unknown Gesture,None
No Face Detected,happy,Unknown Gesture,None
Up,happy,Unknown Gesture,None
Up,happy,Unknown Gesture,None
Up,happy,Stop ✋,None
Up,happy,Stop ✋,None
Up,happy,Stop ✋,None
Up,happy,Unknown Gesture,None
Up,happy,Stop ✋,None
Up,happy,Stop ✋,None
Up,happy,Stop ✋,None
Up,happy,Stop ✋,None
Up,happy,Stop ✋,None
Up,happy,Stop ✋,None
Up,happy,Stop ✋,None
Up,happy,Unknown Gesture,None
Up,happy,Stop ✋,None
Up,happy,Stop ✋,None
Up,happy,Stop ✋,None
Up,happy,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,fear,Stop ✋,None
Up,angry,Stop ✋,None
Up,angry,Stop ✋,None
Up,angry,Stop ✋,None
Up,angry,Stop ✋,None
Up,angry,Stop ✋,None
Up,angry,Stop ✋,None
Up,angry,Unknown Gesture,None
Up,angry,Fist ✊,None
Up,angry,Fist ✊,None
Up,angry,Fist ✊,None
Up,angry,Fist ✊,None
Up,angry,Fist ✊,None
Up,angry,Fist ✊,None
Up,angry,Fist ✊,None
Up,angry,Fist ✊,None
Up,angry,Fist ✊,None
Up,angry,Fist ✊,None
No Face Detected,angry,Fist ✊,None
No Face Detected,angry,Fist ✊,None
No Face Detected,angry,Fist ✊,None
No Face Detected,fear,Fist ✊,None
No Face Detected,fear,Fist ✊,None
No Face Detected,fear,Fist ✊,None
No Face Detected,fear,Fist ✊,None
Up,fear,Fist ✊,None
Up,fear,Fist ✊,None
Up,fear,Fist ✊,None
Up,fear,No Hand Detected,None
Up,fear,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,No Hand Detected,None
Up,neutral,Thumbs Up 👍,None
Up,neutral,Thumbs Up 👍,None
Up,neutral,Thumbs Up 👍,None
Up,neutral,Thumbs Up 👍,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Thumbs Up 👍,None
Up,sad,Thumbs Up 👍,None
Up,sad,Thumbs Up 👍,None
Up,sad,Thumbs Up 👍,None
Up,sad,Thumbs Up 👍,None
Up,sad,Thumbs Up 👍,None
Up,sad,Thumbs Up 👍,None
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,sad,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
Up,neutral,Pointing ☝️,Fan should be turned on 🌀
